Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
STORY-020,Story,[STORY-020] Route Simulation and Explain API,"Как Developer, я хочу симулировать решение маршрутизации до запуска в прод, чтобы проверить правила и снизить риск ошибок.

Acceptance Criteria:
- AC1: Реализован `POST /api/v1/routing/simulate` с input lead payload + `flow_version_id`.
- AC2: Response возвращает `selected_target`, `algorithm_used`, `filters_applied[]`, `fallback_path[]`, `decision_time_ms`.
- AC3: Симуляция не изменяет счетчики капов и не отправляет запросы брокеру.
- AC4: Поддержан batch simulate до `1000` лидов с `job_id`; результат доступен через `GET /api/v1/routing/simulate/{job_id}`.
- AC5: P95 симуляции single lead `<200ms`, batch 1000 `<30s`.

Зависит от: [STORY-016], [STORY-017], [STORY-018], [STORY-019]

Epic: EPIC-02",Highest,8,,,EPIC-02,EPIC-02,"crm-prd,backlog,epic-02,story-020","[STORY-016], [STORY-017], [STORY-018], [STORY-019]"
STORY-021,Story,[STORY-021] Broker Template Registry,"Как Network Admin, я хочу выбирать брокера из каталога шаблонов, чтобы быстро запускать интеграцию.

Acceptance Criteria:
- AC1: `GET /api/v1/brokers/templates` поддерживает фильтры `country`, `vertical`, `protocol`, `status`.
- AC2: Карточка шаблона содержит required fields, auth method, rate limits и sample payload.
- AC3: Поиск по названию возвращает результат за `<300ms p95`.

Зависит от: [STORY-013]

Epic: EPIC-03",Highest,8,,,EPIC-03,EPIC-03,"crm-prd,backlog,epic-03,story-021",[STORY-013]
STORY-022,Story,[STORY-022] Field Mapping Constructor,"Как Developer, я хочу настраивать маппинг полей между CRM и брокером, чтобы не писать кастомный код.

Acceptance Criteria:
- AC1: `PUT /api/v1/brokers/{id}/mapping` принимает map `crm_field -> broker_field`, transforms (`concat`, `format_phone`, `default`).
- AC2: Валидация обязательных broker fields перед publish (`422 required_field_missing`).
- AC3: Preview payload показывает итоговый JSON и маскирует чувствительные поля.

Зависит от: [STORY-021]

Epic: EPIC-03",Highest,8,,,EPIC-03,EPIC-03,"crm-prd,backlog,epic-03,story-022",[STORY-021]
STORY-023,Story,[STORY-023] Connection Test & Health Check,"Как Affiliate Manager, я хочу тестировать соединение с брокером до запуска, чтобы избежать потери лидов.

Acceptance Criteria:
- AC1: `POST /api/v1/brokers/{id}/test-connection` возвращает `latency_ms`, `auth_status`, `sample_response`.
- AC2: Таймаут теста `<=5s`, при превышении `504 broker_timeout`.
- AC3: Health check выполняется каждые 30 секунд и отображается в UI.

Зависит от: [STORY-022]

Epic: EPIC-03",Highest,5,,,EPIC-03,EPIC-03,"crm-prd,backlog,epic-03,story-023",[STORY-022]
STORY-024,Story,[STORY-024] Status Sync from Brokers,"Как Media Buyer, я хочу получать обновления статуса лида от брокера, чтобы видеть актуальную конверсию.

Acceptance Criteria:
- AC1: Поддержаны webhook и polling режимы через `POST /api/v1/brokers/{id}/status-sync`.
- AC2: Статусы нормализуются в внутренние значения `new|contacted|qualified|ftd|rejected`.
- AC3: Доставка обновлений в CRM `<60s` после получения от брокера.

Зависит от: [STORY-023]

Epic: EPIC-03",Highest,8,,,EPIC-03,EPIC-03,"crm-prd,backlog,epic-03,story-024",[STORY-023]
STORY-025,Story,[STORY-025] Integration Error Handling & SLA,"Как Network Admin, я хочу видеть ошибки интеграций и SLA брокеров, чтобы управлять качеством подключений.

Acceptance Criteria:
- AC1: `GET /api/v1/brokers/{id}/errors?from&to` возвращает error rate, timeout rate, top error codes.
- AC2: Алерт при `error_rate >5% за 10 минут` или `latency_p95 >3s`.
- AC3: RBAC ограничивает просмотр ошибок только в пределах workspace.

Зависит от: [STORY-024]

Epic: EPIC-03",High,5,,,EPIC-03,EPIC-03,"crm-prd,backlog,epic-03,story-025",[STORY-024]
STORY-026,Story,[STORY-026] Affiliate Profile Management,"Как Affiliate Manager, я хочу создавать и редактировать профили аффилейтов, чтобы вести структуру партнеров.

Acceptance Criteria:
- AC1: `POST/GET/PUT /api/v1/affiliates` с полями `name`, `status`, `manager_id`, `default_geo`, `notes`.
- AC2: Статусы `active|paused|blocked`; blocked запрещает intake и возвращает `403 affiliate_blocked`.
- AC3: Все изменения профиля пишутся в audit log.

Зависит от: [STORY-036]

Epic: EPIC-04",Highest,5,,,EPIC-04,EPIC-04,"crm-prd,backlog,epic-04,story-026",[STORY-036]
STORY-027,Story,[STORY-027] Affiliate API Key Lifecycle,"Как Developer, я хочу управлять API-ключами аффилейтов, чтобы безопасно интегрировать источники.

Acceptance Criteria:
- AC1: `POST /api/v1/affiliates/{id}/keys` создает key с scope и optional IP whitelist.
- AC2: `POST /api/v1/affiliates/{id}/keys/{key_id}/rotate` выполняет zero-downtime ротацию с overlap 24h.
- AC3: `DELETE .../keys/{key_id}` отзывает ключ мгновенно (`<30s` propagation).

Зависит от: [STORY-026]

Epic: EPIC-04",Highest,8,,,EPIC-04,EPIC-04,"crm-prd,backlog,epic-04,story-027",[STORY-026]
STORY-028,Story,[STORY-028] Postback Configuration,"Как Affiliate Manager, я хочу настроить postback URL и параметры, чтобы получать статусы лидов в свой трекер.

Acceptance Criteria:
- AC1: `PUT /api/v1/affiliates/{id}/postbacks` поддерживает `url`, `events[]`, `vars[]`, `secret`, `retry_policy`.
- AC2: Поддержка минимум 20 переменных (`sub_id`, `status`, `payout`, `geo`, `lead_id`, ...).
- AC3: Retry policy: 5 попыток и DLQ, как в webhook стандарте платформы.

Зависит от: [STORY-026], [STORY-027]

Epic: EPIC-04",Highest,5,,,EPIC-04,EPIC-04,"crm-prd,backlog,epic-04,story-028","[STORY-026], [STORY-027]"
STORY-029,Story,[STORY-029] Affiliate Traffic Restrictions,"Как Network Admin, я хочу ограничивать трафик по GEO/IP/расписанию на уровне аффилейта, чтобы снижать риск некачественных лидов.

Acceptance Criteria:
- AC1: `PUT /api/v1/affiliates/{id}/restrictions` принимает `allowed_geo`, `blocked_ip_cidr`, `schedule`, `max_rpm`.
- AC2: Нарушение ограничения возвращает `403 restriction_violation` + `reason_code`.
- AC3: Изменения вступают в силу за `<60s`.

Зависит от: [STORY-026]

Epic: EPIC-04",Highest,5,,,EPIC-04,EPIC-04,"crm-prd,backlog,epic-04,story-029",[STORY-026]
STORY-030,Story,[STORY-030] Affiliate Performance Snapshot,"Как Team Lead, я хочу видеть performance snapshot по аффилейтам, чтобы быстро выявлять проблемные источники.

Acceptance Criteria:
- AC1: `GET /api/v1/affiliates/performance?from&to` возвращает `leads`, `reject_rate`, `ftd`, `pnl_estimate`.
- AC2: Поддержан drill-down в конкретного аффилейта.
- AC3: Время ответа `<1s p95` для окна 30 дней.

Зависит от: [STORY-028], [STORY-029]

Epic: EPIC-04",High,3,,,EPIC-04,EPIC-04,"crm-prd,backlog,epic-04,story-030","[STORY-028], [STORY-029]"
STORY-031,Story,[STORY-031] Leads Table with Advanced Filters,"Как Team Lead, я хочу фильтровать лиды по ключевым параметрам, чтобы быстро находить нужные сегменты.

Acceptance Criteria:
- AC1: Фильтры: `status`, `affiliate`, `broker`, `geo`, `created_at`, `source_sub_id`.
- AC2: Пагинация `50/100/200` строк; сортировка по `created_at`, `updated_at`, `payout`.
- AC3: Поисковый запрос отрабатывает `<800ms p95` на 1 млн записей.

Зависит от: [STORY-009], [STORY-024]

Epic: EPIC-05",Highest,8,,,EPIC-05,EPIC-05,"crm-prd,backlog,epic-05,story-031","[STORY-009], [STORY-024]"
STORY-032,Story,[STORY-032] Lead Profile Timeline,"Как Affiliate Manager, я хочу видеть полную историю лида, чтобы разбирать причины отклонений и потерь.

Acceptance Criteria:
- AC1: `GET /api/v1/leads/{lead_id}` возвращает профиль + timeline событий.
- AC2: Timeline содержит этапы intake, fraud, routing, broker updates, resend.
- AC3: Доступ к PII ограничен по роли; маскирование для неавторизованных ролей.

Зависит от: [STORY-010], [STORY-024]

Epic: EPIC-05",Highest,5,,,EPIC-05,EPIC-05,"crm-prd,backlog,epic-05,story-032","[STORY-010], [STORY-024]"
